authid;authtypecode;main_heading;alt_heading;uri
1345;CORPO_NAME;"Fürst Thurn und Taxis Zentralarchiv und Hofbibliothek (Regensburg, Germany)";;http://www.wikidata.org/entity/Q28733476
1348;CORPO_NAME;"Fürstlich Oettingen-Wallerstein'sche Bibliothek (Germany)";"Oettingen-Wallerstein library";http://www.wikidata.org/entity/Q2015319
1349;CORPO_NAME;"Bischöfliche Zentralbibliothek Regensburg (Germany)";"D-Rp|Proskesche Musikabteilung";http://www.wikidata.org/entity/Q28733727
1351;CORPO_NAME;"Badische Landesbibliothek Karlsruhe (Germany)";;http://www.wikidata.org/entity/Q799084
1352;CORPO_NAME;"Benediktinerstift Seitenstetten (Austria)";;http://www.wikidata.org/entity/Q385745
1353;CORPO_NAME;"Morgan Library &amp; Museum (New York City, NY, USA)";"Pierpont Morgan Library";http://www.wikidata.org/entity/Q728116
1356;CORPO_NAME;"Österreichische Nationalbibliothek (Vienna, Austria)";"Austrian National Library|Hofbibliothek|Oesterreichische Nationalbibliothek|ÖNB";http://www.wikidata.org/entity/Q304037
1360;CORPO_NAME;"Frauenkirche (Munich, Germany)";"Dom Zu Unser Lieber Frau|Liebfrauendom|Münchener Dom|Münchner Dom";http://www.wikidata.org/entity/Q167193
1361;CORPO_NAME;"Universität Rostock (Germany)";;http://www.wikidata.org/entity/Q159895
1362;CORPO_NAME;"Museum für Kunst und Gewerbe Hamburg (Germany)";"MKG|Museum of Art and Crafts Hamburg";http://www.wikidata.org/entity/Q896052
1365;CORPO_NAME;"St. Michael (Munich, Germany)";"Michaelskirche|St. Michael's Church";http://www.wikidata.org/entity/Q265745
1366;CORPO_NAME;"Internationaal Antiquariaat Menno Hertzberger &amp; Co. (Amsterdam, Netherlands)";;
1368;CORPO_NAME;"Bezirksmuseum Viadrina Frankfurt (Oder)";;http://www.wikidata.org/entity/Q76632791
1370;CORPO_NAME;"Noordbrabants Museum";;http://www.wikidata.org/entity/Q12013217
1372;CORPO_NAME;"Porträtarchiv Diepenbroick";;http://www.wikidata.org/entity/Q108601156
1373;CORPO_NAME;"Porträtarchiv Diepenbroick";;http://www.wikidata.org/entity/Q108601156
1374;CORPO_NAME;"Westfälische Wilhelms-Universität Münster (Germany)";"Universität Münster|WWU Münster|Wilhelms-Universität Münster";http://www.wikidata.org/entity/Q168426
1377;CORPO_NAME;"Het Wit Lavendel (Amsterdam, Netherlands)";"De Brabantse Kamer|'t Wit Lavendel";http://www.wikidata.org/entity/Q28150462
1378;CORPO_NAME;"Nederduytsche Academie (Amsterdam, Netherlands)";;
1379;CORPO_NAME;"Harvard Business School (Cambridge, MA, USA)";;http://www.wikidata.org/entity/Q49126
1380;CORPO_NAME;"Paulinerkirche (Leipzig, Germany)";"Leipziger Paulinerkirche|Pauliner-Universitätskirche zu Leipzig|St. Pauli Leipzig|St. Pauli Universitätskirche Leipzig";http://www.wikidata.org/entity/Q318798
1381;CORPO_NAME;"Landesamt für Denkmalpflege Sachsen (Dresden, Germany)";;http://www.wikidata.org/entity/Q1420476
1384;CORPO_NAME;"Iglesia Catedral de Tarazona (Tarazona de Aragón, Spain)";;http://www.wikidata.org/entity/Q2942832
1385;CORPO_NAME;"Freedom Writers";;
1388;CORPO_NAME;"Fitzwilliam Museum (Cambridge, United Kingdom)";;http://www.wikidata.org/entity/Q1421440
1389;CORPO_NAME;"Stift Klosterneuburg (Austria)";"Abbaye de Klosterneuburg|Klosterneuburg Monastery|Kollegiatstift, später Augustinerchorherrenstift St. Maria, Klosterneuburg";http://www.wikidata.org/entity/Q697145
1390;CORPO_NAME;"Notre-Dame de Valère (Sion, Switzerland)";"Basilique de Valère|Château de Valère|Valère Basilica|Valère Castle|Valeria Sitten|Church and castle Notre-Dame de Valère|Église et château Notre-Dame de Valère |Bourg fortifié et église de Valère|Basilika von Valeria |Valeria-Kirche";http://www.wikidata.org/entity/Q688261
1391;CORPO_NAME;"Fine Arts Museums of San Francisco (CA, USA)";;http://www.wikidata.org/entity/Q1416890
1392;CORPO_NAME;"Wadsworth Atheneum Museum of Art (Hartford, CT, USA)";"Wadsworth Atheneum";http://www.wikidata.org/entity/Q403080
1393;CORPO_NAME;"Schola Cantorum Basiliensis (Basel, Switzerland)";"SCB|Schola Cantorum de Bâle";http://www.wikidata.org/entity/Q665530
1394;CORPO_NAME;"Gemeentearchief Leiden (Netherlands)";"Regionaal Archief Leiden";http://www.wikidata.org/entity/Q7475384
1395;CORPO_NAME;"Stadsbibliotheek Haarlem (Netherlands)";;http://www.wikidata.org/entity/Q2140069
1397;CORPO_NAME;"Ratsbücherei Lüneburg (Germany)";;http://www.wikidata.org/entity/Q28733506
1403;CORPO_NAME;"Karmeliterkloster (Frankfurt am Main, Germany)";;http://www.wikidata.org/entity/Q1734064
1404;CORPO_NAME;"Nederlands Tegelmuseum (Otterlo, Netherlands)";"Stichting Nederlands Tegelmuseum";http://www.wikidata.org/entity/Q13882261
1407;CORPO_NAME;"Germanisches Nationalmuseum (Nürnberg, Germany)";;http://www.wikidata.org/entity/Q478695
1409;CORPO_NAME;"King's Theatre (London, United Kingdom)";;http://www.wikidata.org/entity/Q1155331
1410;CORPO_NAME;"Deutsches Musikgeschichtliches Archiv Kassel (Germany)";DMgA;http://www.wikidata.org/entity/Q28783619
1415;CORPO_NAME;"Amsterdams Historisch Museum (Netherlands)";;http://www.wikidata.org/entity/Q1820897
1419;CORPO_NAME;"Koninklijke Nederlandse Akademie van Wetenschappen (Amsterdam, Netherlands)";"Koninklijk Instituut van Wetenschappen, Letterkunde en Schoone Kunsten|Royal Netherlands Academy of Arts and Sciences|KNAW";http://www.wikidata.org/entity/Q253439
1421;CORPO_NAME;"Sint-Petruskerk (Oirschot, Netherlands)";;http://www.wikidata.org/entity/Q2081090
1422;CORPO_NAME;"Onze-Lieve-Vrouwekerk (Aarschot, Belgium)";"Church of Our Lady";http://www.wikidata.org/entity/Q2419176
1424;CORPO_NAME;"Dansk selskab for musikforskning.";;
1425;CORPO_NAME;"Nationalhistoriske museum på Frederiksborg.";;http://www.wikidata.org/entity/Q3078776
1426;CORPO_NAME;"Kongelige Bibliotek (Denmark)";;http://www.wikidata.org/entity/Q867885
1428;CORPO_NAME;"Basiliek van Onze-Lieve-Vrouw-Tenhemelopneming (Maastricht, Netherlands)";"Basilica of Our Lady|Onze Lieve Vrouwe Basiliek";http://www.wikidata.org/entity/Q908127
1429;CORPO_NAME;"Arbeitsgemeinschaft für Rheinische Musikgeschichte";;http://www.wikidata.org/entity/Q627680
1430;CORPO_NAME;"Arbeitsgemeinschaft für Mittelrheinische Musikgeschichte";;
1436;CORPO_NAME;"Radio Kamer Orkest (Hilversum, Netherlands)";"Orkest van de Nederlandse Omroepprogramma Stichting|Radio Filharmonisch Orkest|Radio Kamer Orkest|RKO";http://www.wikidata.org/entity/Q2338510
1437;CORPO_NAME;"Kongelige Teater (Denmark)";;http://www.wikidata.org/entity/Q607681
1438;CORPO_NAME;"Conservatorium van Amsterdam (Netherlands)";"Amsterdams Muzieklyceum|Amsterdamsch Conservatorium|CvA|Muzieklyceum Amsterdam|Sweelinck Conservatorium Amsterdam";http://www.wikidata.org/entity/Q1127380
1439;CORPO_NAME;"Dominicanenklooster (Gent, Belgium)";;http://www.wikidata.org/entity/Q47112440
1441;CORPO_NAME;"Forschungs- und Landesbibliothek Gotha (Germany)";"FBG|Gotha Research Library";http://www.wikidata.org/entity/Special:EntityPage/Q28738121
1442;CORPO_NAME;"Koninklijke Bibliotheek van België / Bibliothèque royale 'Albert Ier' (Brussels, Belgium)";"KBR|Royal Library of Belgium";http://www.wikidata.org/entity/Q383931
1443;CORPO_NAME;"Conservatoire royal de musique (Brussels, Belgium)";"Royal Conservatoire of Brussels";http://www.wikidata.org/entity/Q336968
1445;CORPO_NAME;"Philipps-Universität Marburg (Germany)";"University of Marburg";http://www.wikidata.org/entity/Q155354
1446;CORPO_NAME;"Aborigines' Protection Society (Australia)";;http://www.wikidata.org/entity/Q322981
1449;CORPO_NAME;"Universitätsbibliothek Eichstätt (Germany)";;http://www.wikidata.org/entity/Q22694379
1451;CORPO_NAME;"Capilla Real de Madrid (Spain)";"Real Capilla de Madrid";http://www.wikidata.org/entity/Q5748261
1452;CORPO_NAME;"Catedral de Burgos (Spain)";"Burgos Cathedral";http://www.wikidata.org/entity/Q744420
1453;CORPO_NAME;"Der Aa-kerk (Groningen, Netherlands)";Aa-kerk;http://www.wikidata.org/entity/Q2255378
1455;CORPO_NAME;Netherlands.;;http://www.wikidata.org/entity/Q55
1456;CORPO_NAME;"Limburger Dom (Germany)";;http://www.wikidata.org/entity/Q564957
1458;CORPO_NAME;"Accademia di Francia (Rome, Italy)";;http://www.wikidata.org/entity/Q337494
1459;CORPO_NAME;"Schlosskapelle Dresden (Germany)";;http://www.wikidata.org/entity/Q2244534
1460;CORPO_NAME;"Museo Stibbert.";;http://www.wikidata.org/entity/Q3329363
1461;CORPO_NAME;"Palazzo della Gran Guardia (Verona, Italy)";;http://www.wikidata.org/entity/Q3774323
1462;CORPO_NAME;"Internationale Händel-Akademie Karlsruhe (Germany)";;http://www.wikidata.org/entity/Q23787925
1465;CORPO_NAME;"Thomasschule (Leipzig, Germany)";"Schola Thomana|Thomasgymnasium|Thomasschule zu Leipzig";http://www.wikidata.org/entity/Q699668
1470;CORPO_NAME;"Vereniging Hendrick de Keyser (Amsterdam, Netherlands)";;http://www.wikidata.org/entity/Q2197465
1471;CORPO_NAME;"Lebuïnuskerk (Deventer, Netherlands)";"Grote Kerk|Lebuinuskerk|Maria- of Lebuïnusbasiliek";http://www.wikidata.org/entity/Q1811227
1473;CORPO_NAME;"Minims (Religious order)";;http://www.wikidata.org/entity/Q1367736
1475;CORPO_NAME;"Centraal Museum (Utrecht, Netherlands)";;http://www.wikidata.org/entity/Q260913
1478;CORPO_NAME;"Oratorio dei Filippini (Rome, Italy)";;http://www.wikidata.org/entity/Q266212
1479;CORPO_NAME;"Internationale Stiftung Mozarteum Salzburg (Austria)";;http://www.wikidata.org/entity/Q683865
1480;CORPO_NAME;"Országos Széchényi Könyvtár";;http://www.wikidata.org/entity/Q1063819
1481;CORPO_NAME;France.;;http://www.wikidata.org/entity/Q142
1482;CORPO_NAME;"Oxford Bibliographical Society (United Kingdom)";;
1483;CORPO_NAME;"St. Mary's Church Rotherhithe (United Kingdom)";;http://www.wikidata.org/entity/Q7590184
1486;CORPO_NAME;"Royal Monastery of San Lorenzo de El Escorial  (Madrid, Spain)";"El Escorial |Royal Monastery of San Lorenzo de El Escorial|Escurial|Escorial|Royal Palace, El Escorial|Palais de l'Escorial|Real Sitio de San Lorenzo de El Escorial";http://www.wikidata.org/entity/Q28471
1487;CORPO_NAME;"Bayerisches Staatsorchester (Munich, Germany)";;http://www.wikidata.org/entity/Q681931
1489;CORPO_NAME;"Bunka Isan Kokusai Kyōryoku Sentā.";;
1490;CORPO_NAME;"Nara Bunkazai Kenkyūjo.";;
1492;CORPO_NAME;"Bayerische Julius-Maximilians-Universität Würzburg (Germany)";"Universität Würzburg|Julius-Maximilians-Universität Würzburg";http://www.wikidata.org/entity/Q161976
1494;CORPO_NAME;"San Zeno di Verona (Abbey : Verona, Italy)";;http://www.wikidata.org/entity/Q3603254
1495;CORPO_NAME;"Conservatorio di musica ""Benedetto Marcello"" (Venice, Italy)";;http://www.wikidata.org/entity/Q945776
1497;CORPO_NAME;"Fondazione Ugo e Olga Levi";"Fondazione Levi";http://www.wikidata.org/entity/Q3747226
1503;CORPO_NAME;"Akademie der Bildenden Künste (Vienna, Austria)";"Academy of Fine Arts Vienna";http://www.wikidata.org/entity/Q414219
1505;CORPO_NAME;"Paleis voor Volksvlijt (Amsterdam, Netherlands)";;http://www.wikidata.org/entity/Q2077209
1506;CORPO_NAME;"Internationale Bachakademie (Stuttgart, Germany)";;http://www.wikidata.org/entity/Q28738344
1510;CORPO_NAME;"Purcell Society";;http://www.wikidata.org/entity/Q2118761
1511;CORPO_NAME;"Rijksuniversiteit Gent";;http://www.wikidata.org/entity/Q1137665
1512;CORPO_NAME;"Biblioteca cateriniana (Pisa, Italy)";;http://www.wikidata.org/entity/Q25045256
1513;CORPO_NAME;"Archivio arcivescovile di Pisa (Italy)";;http://www.wikidata.org/entity/Q81175892
1516;CORPO_NAME;"Code Consultants, Inc.";;
1518;CORPO_NAME;"Catedral de Granada (Spain)";"S.A.I. Catedral Metropolitana de la Encarnación";http://www.wikidata.org/entity/Q5419362
1520;CORPO_NAME;"Staatsgalerie Stuttgart (Germany)";"Württembergische Staatsgalerie";http://www.wikidata.org/entity/Q14917275
1521;CORPO_NAME;"Museo nazionale di Capodimonte (Naples, Italy)";"Museo e gallerie nazionali di Capodimonte|Museo di Capodimonte|Museo e Real Bosco di Capodimonte";http://www.wikidata.org/entity/Q290549
1522;CORPO_NAME;"Deutsche Mozart-Gesellschaft (Augsburg, Germany)";;http://www.wikidata.org/entity/Q18202230
1524;CORPO_NAME;"Kulturhistorisches Museum Magdeburg.";;http://www.wikidata.org/entity/Q1673285
1525;CORPO_NAME;"Lotter family";;http://www.wikidata.org/entity/Q15060496
1526;CORPO_NAME;"Händel-Festspiele (Halle an der Saale, Germany)";;http://www.wikidata.org/entity/Q835892
1527;CORPO_NAME;"New York Academy of Sciences (New York City, NY, USA)";;http://www.wikidata.org/entity/Q1069131
1528;CORPO_NAME;"Arciconfraternita di S. Maria della Morte";;
1531;CORPO_NAME;"Biblioteca apostolica vaticana (Rome, Italy)";;http://www.wikidata.org/entity/Q213678
1533;CORPO_NAME;"Basilica di S. Giovanni in Laterano (Rome, Italy)";;http://www.wikidata.org/entity/Q84090
1534;CORPO_NAME;"Istituto di bibliografia musicale (Rome, Italy)";;http://www.wikidata.org/entity/Q124297005
1540;CORPO_NAME;Franciscans;"Franciscan Order|Franciscanen|Franciscaner Orde|Franziskanische Orden|Frères mineurs|Minderbroeders|Minorites|Observantins|Ordo Fratrum Minorum|Ordre des Frères mineurs de saint François";http://www.wikidata.org/entity/Q165005
1542;CORPO_NAME;"Musée des Beaux-Arts de Quimper (France)";MBAQ;http://www.wikidata.org/entity/Q3330220
1544;CORPO_NAME;"Fondation Custodia.";;http://www.wikidata.org/entity/Q3075420
1545;CORPO_NAME;"Institut néerlandais (Paris, France)";;http://www.wikidata.org/entity/Q2180254
1546;CORPO_NAME;"Società italiana di musicologia";;http://www.wikidata.org/entity/Q28604079
1547;CORPO_NAME;"Sonderforschungsbereich 17 Skandinavien- und Ostseeraumforschung.";;
1548;CORPO_NAME;"Galeries nationales du Grand Palais (France)";;http://www.wikidata.org/entity/Q3094695
1549;CORPO_NAME;"Santa Casa da Misericórdia de Lisboa (Portugal)";;http://www.wikidata.org/entity/Q3122827
1551;CORPO_NAME;"Museu de São Roque (Lisbon, Portugal)";;http://www.wikidata.org/entity/Q10333867
1552;CORPO_NAME;"St. Marien (Bernau bei Berlin, Germany)";"St. Marienkirche|St.Mary's church Bernau";http://www.wikidata.org/entity/Q1751141
1553;CORPO_NAME;"Suermondt-Ludwig-Museum Aachen (Germany)";;http://www.wikidata.org/entity/Q28738440
1554;CORPO_NAME;"Musée du Louvre (Paris, France)";"Le Louvre|Louvre|Musée national du Louvre";http://www.wikidata.org/entity/Q19675
1555;CORPO_NAME;"Istituzioni di ricovero e di educazione (Venice, Italy)";;
1556;CORPO_NAME;"Notre-Dame de Chartres (France)";"Cathédrale de Chartres|Chartres Cathedral";http://www.wikidata.org/entity/Q180274
1558;CORPO_NAME;"Harvard College Observatory (Cambridge, MA, USA)";HCO;http://www.wikidata.org/entity/Q637936
1563;CORPO_NAME;Remonstrants;"Remonstranten|Remonstrantse Broederschap|Remonstrantse Brotherhood";http://www.wikidata.org/entity/Q284561
1565;CORPO_NAME;"Musikhochschule Lübeck (Germany)";;http://www.wikidata.org/entity/Q513622
1568;CORPO_NAME;"International Association of Music Libraries";"Association internationale des bibliothèques, archives et centres de documentation musicaux|IAML|International Association of Music Libraries, Archives and Documentation Centres|International Association of Music Libraries, Archives and Documentation Centres";http://www.wikidata.org/entity/Q1667506
1569;CORPO_NAME;"Civico museo bibliografico musicale (Bologna, Italy)";;http://www.wikidata.org/entity/Q3330623
1572;CORPO_NAME;"Staatsbibliothek zu Berlin (Germany)";"Staatsbibliothek Preussischer Kulturbesitz|SBB|Preußische Staatsbibliothek|Stabi Berlin|Berlin State Library";http://www.wikidata.org/entity/Q170109
1573;CORPO_NAME;"Herzogin Anna Amalia Bibliothek (Weimar, Germany)";"Bibliothèque Duchesse Anna Amalia|Duchess Anna Amalia Library|HAAB|Weimar HAAB";http://www.wikidata.org/entity/Q50711
1574;CORPO_NAME;"Museo di Palazzo Venezia (Rome, Italy)";;http://www.wikidata.org/entity/Q1954305
1575;CORPO_NAME;"Museo nazionale delle arti e tradizioni popolari (Rome, Italy)";"Museo Lamberto Loria";http://www.wikidata.org/entity/Q3868427
1579;CORPO_NAME;"Arciconfraternita di S. Girolamo della Carità";;
1580;CORPO_NAME;"Stedelijk Museum ""De Lakenhal"" (Leiden, Netherlands)";;http://www.wikidata.org/entity/Q2098586
1583;CORPO_NAME;"Austin Friars (London, United Kingdom)";;http://www.wikidata.org/entity/Q4823089
1584;CORPO_NAME;"Hoffmeister &amp; Kühnel (Leipzig, Germany)";"Hoffmeister &amp; Kühnel, Bureau de Musique";
1585;CORPO_NAME;"Sächsische Landesbibliothek (Dresden, Germany)";;http://www.wikidata.org/entity/Q323270
1587;CORPO_NAME;"National Library of South Africa (Cape Town, South Africa)";"Nasionale Biblioteek van Suid-Afrika";http://www.wikidata.org/entity/Q211497
1588;CORPO_NAME;"Sint Nicolaasgilde (Zwolle, Netherlands)";;
1589;CORPO_NAME;"Hofwijck (Voorburg, Netherlands)";;http://www.wikidata.org/entity/Q2740737
1591;CORPO_NAME;"Zamek Królewski na Wawelu (Kraków, Poland)";"Royal Castle of Cracow|Wawelburcht (Kraków, Poland)";http://www.wikidata.org/entity/Q7975612
1593;CORPO_NAME;"British Library (London, United Kingdom)";;http://www.wikidata.org/entity/Q23308
1594;CORPO_NAME;"Victoria and Albert Museum (London, United Kingdom)";"V&amp;A";http://www.wikidata.org/entity/Q213322
1596;CORPO_NAME;"Musée Fabre.";;http://www.wikidata.org/entity/Q1519002
1598;CORPO_NAME;"Centre de recherches sur les monuments historiques (Charenton-le-Pont, France)";"CRMH|Office de la documentation";http://www.wikidata.org/entity/Q2945470
1599;CORPO_NAME;"J. Bätz &amp; Co.";;
1600;CORPO_NAME;"Museum Het Rembrandthuis (Amsterdam, Netherlands)";;http://www.wikidata.org/entity/Q277316
1601;CORPO_NAME;"University of Reading (United Kingdom)";;"http://www.wikidata.org/entity/Q1432632 "
1602;CORPO_NAME;"Basilica di San Petronio (Bologna, Italy)";"Cappella musicale di S. Petronio|Cappella musicale di San Petronio|San Petronio basilica|Sint-Petroniusbasiliek";http://www.wikidata.org/entity/Q810103
1603;CORPO_NAME;"Gabinetto dei disegni e delle stampe degli Uffizi (Florence, Italy)";GDSU;http://www.wikidata.org/entity/Q3756440
1604;CORPO_NAME;"Händel-Haus (Halle an der Saale, Germany)";;http://www.wikidata.org/entity/Q1386963
1605;CORPO_NAME;"Sächsische Staatskapelle Dresden (Germany)";;http://www.wikidata.org/entity/Q584017
1607;CORPO_NAME;"Monastero di San Salvatore-Santa Giulia (Brescia, Italy)";;
1609;CORPO_NAME;"Galleria nazionale dell'Umbria (Perugia, Italy)";;http://www.wikidata.org/entity/Q2739127
1610;CORPO_NAME;"Benediktinerstift Kremsmünster (Austria)";"Gesamtanlage Stift Kremsmünster|Kremsmünster Abbey";http://www.wikidata.org/entity/Q68865
1612;CORPO_NAME;"Ons' Lieve Heer op Solder (Amsterdam, Netherlands)";"Museum Ons' Lieve Heer op Solder|Onze-Lieve-Heer-op-Zolder";http://www.wikidata.org/entity/Q493160
1613;CORPO_NAME;"Oude Kerk (Amsterdam, Netherlands)";"Oude Kerk, Amsterdam|St. Nicolaaskerk, Amsterdam";http://www.wikidata.org/entity/Q623558
1614;CORPO_NAME;"Sint Nicolaaskerk (Amsterdam, Netherlands)";;http://www.wikidata.org/entity/Q623558
1615;CORPO_NAME;"Project Apollo (U.S.)";;http://www.wikidata.org/entity/Q46611
1616;CORPO_NAME;"Palazzo Agostinelli.";;http://www.wikidata.org/entity/Q66057806
1617;CORPO_NAME;"Remondini (Bassano del Grappa, Italy)";;http://www.wikidata.org/entity/Q3932513
1618;CORPO_NAME;"Palazzo Sturm (Bassano del Grappa, Italy)";;http://www.wikidata.org/entity/Q21194502
1619;CORPO_NAME;"Münchner Stadtmuseum (Munich, Germany)";;
1620;CORPO_NAME;"Badisches Landesmuseum Karlsruhe (Germany)";;http://www.wikidata.org/entity/Q799168
1621;CORPO_NAME;"Schloss Bruchsal (Baden-Württemberg, Germany)";Damiansburg;http://www.wikidata.org/entity/Q880134
1624;CORPO_NAME;"Mainfränkisches Museum Würzburg";;http://www.wikidata.org/entity/Q1123124
1625;CORPO_NAME;"Frick Collection (New York City, NY, USA)";;http://www.wikidata.org/entity/Q682827
1626;CORPO_NAME;"Museo del Prado (Madrid, Spain)";"Prado |Museo Nacional del Prado|Musée du Prado|Prado National Museum|Royal Museum of Painting|Museo Real de Pintura y Escultura|Prado Museum";http://www.wikidata.org/entity/Q160112
1627;CORPO_NAME;"Association départementale d'information et d'action musicales des Yvelines (Versailles, France)";ADIAM;
1630;CORPO_NAME;"Chiesa di Sant'Agostino (Siena, Italy)";;http://www.wikidata.org/entity/Q1102250
1631;CORPO_NAME;"Pinacoteca nazionale di Siena (Italy)";;http://www.wikidata.org/entity/Q2095405
1634;CORPO_NAME;"Nieuwe Kerk (Amsterdam, Netherlands)";;http://www.wikidata.org/entity/Q1419675
1639;CORPO_NAME;"Kasteel de Cannenburch (Museum) (Epe, Netherlands)";;http://www.wikidata.org/entity/Q2175336
1640;CORPO_NAME;"Kunstmuseum Basel (Switzerland)";"Öffentliche Kunstsammlung Basel|Basler Kunstmuseum";http://www.wikidata.org/entity/Q194626
1643;CORPO_NAME;"St. Walburgskerk (Zutphen, Netherlands)";"Sint Walburgskerk|St. Walburgiskerk|Walburgskerk";http://www.wikidata.org/entity/Q1689911
1645;CORPO_NAME;"Zentrum für Telemann-Pflege und -Forschung Magdeburg (Germany)";;
1646;CORPO_NAME;"Archivio di Stato (Rome, Italy)";;http://www.wikidata.org/entity/Q2860424
